Wall time,Step,Value
1590262630.0806487,10001,-201.4828643798828
1590262666.552804,20001,-166.68238830566406
1590262722.6669016,30001,-145.42935180664062
1590262783.01858,40001,-139.86146545410156
1590262835.9432106,50001,-137.34922790527344
1590262888.7291145,60001,-140.1156463623047
1590262946.2032802,70001,-129.23590087890625
1590263003.7968447,80001,-122.7286148071289
1590263064.0795612,90001,-120.21373748779297
1590263115.80406,100001,-107.65496826171875
1590263171.502415,110001,-91.85665893554688
1590263260.8298898,120001,-74.77789306640625
1590263321.9099462,130001,-57.25795364379883
1590263381.2754142,140001,-46.42448425292969
1590263443.5161438,150001,-29.759878158569336
1590263498.40526,160001,-22.555187225341797
1590263553.8557415,170001,-12.17353630065918
1590263610.859874,180001,-10.804752349853516
1590263666.912153,190001,-5.98345422744751
1590263729.2434306,200001,-6.46583366394043
1590263784.0623503,210001,-2.4081127643585205
1590263832.7187457,220001,5.055298805236816
1590263877.8890011,230001,27.274433135986328
1590263919.8167646,240001,29.482378005981445
1590263976.7985141,250001,34.64112854003906
1590264015.240833,260001,44.94694137573242
1590264056.5101478,270001,46.00727844238281
1590264096.6965747,280001,59.26671600341797
1590264140.0902212,290001,80.11100769042969
1590264181.4348478,300001,98.22793579101562
1590264222.6654758,310001,123.32373046875
1590264260.5204043,320001,120.5214614868164
1590264302.192052,330001,114.27616882324219
1590264339.0218956,340001,115.59040832519531
1590264378.839965,350001,123.03307342529297
1590264416.5885117,360001,151.25021362304688
1590264453.0923457,370001,141.2573699951172
1590264489.6108403,380001,117.66219329833984
1590264531.4843087,390001,102.4527816772461
1590264568.848019,400001,89.69844818115234
1590264606.5317085,410001,95.74931335449219
1590264645.226272,420001,96.8973617553711
1590264680.9181888,430001,64.3725357055664
1590264717.2762487,440001,66.28125762939453
1590264752.1488278,450001,41.108524322509766
1590264787.0061398,460001,-27.5799560546875
1590264822.1490598,470001,-11.857852935791016
1590264857.500532,480001,-27.586633682250977
1590264892.9497585,490001,3.1624653339385986
