Wall time,Step,Value
1590309885.5728567,10001,-220.73477172851562
1590309923.3781145,20001,-184.03079223632812
1590309976.239373,30001,-155.9458465576172
1590310034.296226,40001,-146.2629852294922
1590310084.6437898,50001,-142.0142364501953
1590310138.3498933,60001,-133.31626892089844
1590310191.1462336,70001,-122.6413345336914
1590310244.2855883,80001,-118.8366470336914
1590310301.849141,90001,-114.28884887695312
1590310360.7757375,100001,-105.24148559570312
1590310413.8829873,110001,-97.28845977783203
1590310467.4457295,120001,-75.33086395263672
1590310516.6466987,130001,-58.3758430480957
1590310567.2448819,140001,-41.11748123168945
1590310618.709358,150001,-33.91786193847656
1590310666.45292,160001,-13.823493003845215
1590310717.5077672,170001,-3.6131467819213867
1590310769.7576578,180001,0.1665061116218567
1590310826.776017,190001,-3.498544692993164
1590310873.4103158,200001,7.7959065437316895
1590310922.0395982,210001,7.904730319976807
1590310972.9959402,220001,10.897927284240723
1590311024.8096213,230001,1.5697150230407715
1590311074.1027231,240001,4.787578105926514
1590311124.57239,250001,15.784271240234375
1590311174.6148965,260001,10.978273391723633
1590311219.996837,270001,29.61813735961914
1590311261.5257347,280001,51.756473541259766
1590311304.5036943,290001,93.57933044433594
1590311340.9780116,300001,63.45153045654297
1590311377.4815934,310001,7.394069671630859
1590311421.477041,320001,-6.13101863861084
1590311458.3360035,330001,-19.577064514160156
1590311498.4919221,340001,-0.6084157824516296
1590311538.799807,350001,7.543318748474121
1590311578.4141543,360001,0.3168579339981079
1590311617.5281549,370001,15.898425102233887
1590311659.8931787,380001,33.37841033935547
1590311700.1585872,390001,32.68769836425781
1590311739.0251493,400001,35.4600944519043
1590311777.7488155,410001,63.18425369262695
1590311814.8002243,420001,52.227657318115234
1590311851.9592707,430001,46.78021240234375
1590311890.0032766,440001,69.23052978515625
1590311927.040991,450001,62.59841537475586
1590311964.257177,460001,89.855224609375
1590312004.4002125,470001,124.23219299316406
1590312041.9498782,480001,122.7506332397461
1590312081.8882585,490001,116.81133270263672
